6010,Asparagus
6016,Broccoli & Cauliflower
6024,Cabbage
6026,Carrots
6028,Celery
6030,Cucumber
6032,Eggplant
6040,Herbs
6042,Lemons & Limes
6044,Lettuce
6038,Garlic
6046,Mushrooms
6050,Onions
6052,Peppers
6056,Potatoes
6058,Squash
6060,Spinach
6062,Tomatoes
6034,Fruit
